AUT18Stats21;1;1;0;0.06;
AUT18Techno11;1;1;0;1.01;
AUT18Topo01;1;1;1;9.13;
PRN15Complex01;2;1;1;9.65;16.4
PRN15Complex21;2;0;1;9.05;13.92
PRN15EnA111;2;1;0;1.46;
PRN15EnB211;2;1;0;1.73;
PRN15Logic03;2;1;1;6.92;8.55
PRN15Net11;2;0;1;5.19;0.93
PRN15Net12;2;0;1;6.69;11.04
PRN15Num61;2;0;1;6.91;11.85
PRN15Techno02;2;1;1;8.76;9.03
PRN15Topo01;2;0;1;8.17;14.18
ETE15Mesure01;2;1;0;0.99;
AUT15Ana01;2;0;0;2.55;
AUT15EnA112;2;1;1;5.73;15.04
AUT15Meca01;2;1;1;8.51;9.26
AUT15Music01;2;1;0;3.57;
AUT15Num01;2;0;0;3.36;
AUT15Num51;2;0;0;3.69;
AUT15Prog01;2;1;1;8.33;12.32
PRN16Complex02;2;1;0;3.12;
PRN16EnA112;2;1;1;7.28;19.66
PRN16EnB111;2;0;1;8.12;8.09
PRN16Fluid11;2;1;0;1.52;
PRN16Meca01;2;0;0;2.25;
PRN16Model01;2;0;0;4.21;
PRN16Optique01;2;1;1;7.7;3.87
PRN16Stats11;2;1;0;1.76;
PRN16Thermo21;2;1;1;8.89;13.95
ETE16Comb01;2;1;0;1.4;
ETE16EnA11;2;0;1;9.43;3.19
AUT16Comb01;2;1;0;2.96;
AUT16Complex11;2;0;0;0.16;
AUT16Fluid11;2;0;1;9.71;2.12
AUT16Logic02;2;1;0;2.24;
AUT16Proba01;2;0;0;0.48;
AUT16Stats11;2;1;1;6.45;2.76
AUT16Stats21;2;1;0;3.2;
AUT16Thermo01;2;1;0;2.33;
AUT16Thermo11;2;1;0;1.08;
PRN17Comb11;2;0;1;5.68;0.64
PRN17EnB111;2;1;0;4.82;
PRN17Fluid11;2;0;1;9.71;2.48
PRN17Mesure01;2;1;0;4.78;
ETE17Ana01;2;1;1;7.69;5.41
ETE17Ana11;2;0;1;6.48;1.78
ETE17Elec11;2;1;0;3.41;
ETE17EnC21;2;0;0;4.84;
ETE17Fluid01;2;1;1;7.16;2.31
ETE17Signal41;2;1;1;7.44;0.99
AUT17Complex01;2;0;0;3.09;
AUT17EnA222;2;1;0;4.35;
AUT17Fluid11;2;1;1;5.03;10.49
AUT17Fourier21;2;1;0;1.27;
AUT17LinAlg02;2;0;0;3.24;
AUT17Music01;2;0;0;2.58;
AUT17Num41;2;0;1;6.37;7.29
AUT17Proba11;2;1;1;8.19;9.3
AUT17Stats21;2;0;1;9.46;4.71
PRN18Comb01;2;0;0;1.32;
PRN18Comb11;2;0;1;7.4;
PRN18Complex02;2;1;1;9.13;
PRN18Complex21;2;1;1;9.18;
PRN18Control11;2;0;0;2.37;
PRN18DevWeb01;2;1;0;3.86;
PRN18Fourier11;2;1;0;4.29;
PRN18Prog41;2;0;1;6.82;
PRN18Techno21;2;0;0;4.33;
PRN18Thermo21;2;1;0;3.62;
ETE18Comb11;2;0;1;9.54;
ETE18Data01;2;1;0;3.0;
ETE18Logic02;2;0;1;7.22;
ETE18Music01;2;1;1;8.89;
ETE18Optique01;2;0;1;9.33;
ETE18Prog01;2;0;0;2.87;
ETE18Topo01;2;0;0;1.34;
AUT18Algo11;2;0;0;4.93;
AUT18Data11;2;0;0;1.11;
AUT18Elec21;2;1;1;9.96;
AUT18EnB111;2;0;0;3.4;
AUT18EnB112;2;0;0;4.84;
AUT18EnB222;2;0;0;3.96;
AUT18Logic02;2;1;0;4.25;
AUT18Num01;2;0;0;1.18;
AUT18Num41;2;1;0;0.29;
AUT18Techno21;2;1;1;9.76;
PRN15Algo21;3;1;1;6.44;5.41
PRN15Ana01;3;1;1;8.58;5.05
PRN15Data11;3;1;0;0.82;
PRN15DevWeb11;3;0;1;7.87;13.62
PRN15Elec01;3;0;0;3.24;
PRN15EnA112;3;1;1;7.46;8.22
PRN15EnA122;3;1;1;6.68;3.8
PRN15EnA212;3;1;0;1.87;
PRN15EnB122;3;0;1;9.14;9.72
PRN15EnB212;3;0;1;8.36;8.67
PRN15Fluid01;3;0;0;4.29;
PRN15Fourier13;3;1;0;3.31;
PRN15Logic02;3;1;0;1.73;
PRN15Logic21;3;0;0;0.1;
PRN15Num01;3;0;0;0.56;
PRN15Num11;3;1;1;5.35;6.77
PRN15Num21;3;0;1;7.76;12.0
PRN15Proba01;3;0;0;4.56;
PRN15Proba21;3;1;0;0.8;
PRN15ProgLin1;3;0;1;8.68;5.22
PRN15Signal11;3;0;0;3.83;
PRN15Stats11;3;0;1;7.62;3.46
PRN15Techno01;3;0;1;6.51;7.2
PRN15Thermo01;3;1;1;7.09;16.02
PRN15Thermo21;3;0;1;8.98;1.41
PRN15Topo01;3;0;1;5.67;8.6
PRN15Topo11;3;1;1;7.28;3.87
ETE15Algo11;3;0;1;9.87;7.67
ETE15Ana01;3;1;1;9.43;12.64
ETE15Comb11;3;1;1;6.3;13.09
ETE15Complex01;3;0;0;0.46;
ETE15EnA11;3;0;0;4.58;
ETE15EnB11;3;1;0;1.74;
ETE15EnB12;3;0;0;3.63;
ETE15EnB21;3;0;0;0.41;
ETE15EnC11;3;1;1;9.39;1.2
ETE15EnC22;3;0;1;6.97;3.91
ETE15Fluid01;3;0;0;4.16;
ETE15LinAlg11;3;0;0;2.31;
ETE15Logic02;3;0;0;0.76;
ETE15Mesure01;3;0;0;1.07;
ETE15Num31;3;0;0;4.71;
ETE15Proba01;3;0;0;0.75;
ETE15Prog11;3;1;1;8.5;18.71
ETE15Thermo31;3;1;0;1.41;
AUT15Ana01;3;1;1;5.63;17.39
AUT15Comb01;3;1;0;2.77;
AUT15DevWeb01;3;0;1;7.89;18.35
AUT15Elec01;3;1;0;0.82;
AUT15EnA112;3;0;1;9.12;7.15
AUT15EnA122;3;0;1;7.75;19.36
AUT15EnA212;3;1;0;1.72;
AUT15EnA221;3;0;1;8.62;6.84
AUT15EnB111;3;1;0;1.61;
AUT15EnB112;3;1;1;7.24;2.22
AUT15EnB121;3;1;0;4.88;
AUT15Fluid01;3;1;1;8.87;2.19
AUT15Fluid11;3;0;1;7.76;15.08
AUT15LinAlg21;3;0;1;8.07;11.79
AUT15Mat11;3;1;1;9.59;9.76
AUT15Mesure01;3;1;0;3.68;
AUT15Mesure11;3;1;0;1.36;
AUT15Num11;3;0;1;5.6;0.85
AUT15Num51;3;1;1;6.05;2.44
AUT15Signal11;3;1;0;3.92;
AUT15Signal21;3;0;0;0.47;
AUT15Techno01;3;1;0;3.33;
AUT15Techno11;3;0;0;1.75;
AUT15Techno12;3;0;0;4.23;
AUT15Techno21;3;0;1;9.52;14.22
AUT15Thermo01;3;1;1;5.27;6.66
PRN16Comb11;3;0;1;7.51;11.04
PRN16Data11;3;1;1;6.53;5.99
PRN16Elec31;3;1;0;2.74;
PRN16EnA111;3;1;0;3.2;
PRN16EnA222;3;0;0;4.81;
PRN16EnB212;3;0;1;9.43;18.13
PRN16Fluid11;3;1;1;9.51;16.35
PRN16Logic01;3;0;0;0.05;
PRN16Logic03;3;1;0;4.4;
PRN16Mat21;3;0;0;0.8;
PRN16Music01;3;1;0;3.41;
PRN16Net01;3;1;0;2.43;
PRN16Optique01;3;1;1;5.8;11.47
PRN16Proba11;3;1;0;3.83;
PRN16ProgLin1;3;0;0;3.5;
PRN16Signal11;3;0;1;8.83;8.39
PRN16Signal31;3;1;1;5.69;8.51
PRN16Stats21;3;0;1;7.88;1.15
PRN16Techno01;3;1;0;2.39;
PRN16Techno03;3;1;0;0.74;
PRN16Techno21;3;1;1;7.0;2.34
PRN16Thermo11;3;0;0;1.87;
PRN16Thermo21;3;0;0;2.68;
PRN16Topo01;3;1;1;8.32;15.39
ETE16Ana11;3;0;1;5.26;1.66
ETE16Comp11;3;0;1;5.14;4.44
ETE16Elec11;3;1;0;4.62;
ETE16EnA12;3;0;1;6.57;2.32
ETE16EnA22;3;0;1;7.2;2.68
ETE16EnB21;3;0;1;5.02;9.83
ETE16Fourier21;3;1;0;1.25;
ETE16LinAlg11;3;1;0;2.45;
ETE16Logic01;3;0;1;8.52;3.23
ETE16Logic02;3;1;0;3.18;
ETE16Mesure01;3;1;1;6.5;0.32
ETE16Music01;3;1;0;0.54;
ETE16Prog01;3;0;0;3.66;
ETE16ProgLin1;3;1;0;4.11;
ETE16Signal41;3;1;0;2.83;
ETE16Thermo01;3;1;1;5.55;6.73
ETE16Topo01;3;1;1;6.57;15.36
AUT16Ana21;3;0;1;6.49;19.84
AUT16Ana31;3;0;0;3.28;
AUT16Comb21;3;0;0;0.84;
AUT16Comp21;3;1;1;5.29;7.81
AUT16Elec02;3;1;1;6.4;5.44
AUT16EnA112;3;1;1;9.69;8.62
AUT16EnA121;3;1;1;8.34;7.88
AUT16EnB112;3;0;1;7.23;8.93
AUT16EnB121;3;1;1;7.63;10.33
AUT16EnB221;3;0;0;3.63;
AUT16LinAlg01;3;1;1;7.96;14.0
AUT16LinAlg21;3;0;0;1.36;
AUT16Meca02;3;1;0;3.47;
AUT16Music21;3;1;1;6.86;19.94
AUT16Num01;3;1;1;7.61;2.56
AUT16Num71;3;1;0;3.54;
AUT16Prog11;3;1;1;5.14;17.08
AUT16Techno21;3;1;1;8.33;19.47
AUT16Thermo01;3;0;0;3.71;
AUT16Thermo11;3;0;0;1.0;
AUT16Topo01;3;1;1;8.8;12.41
PRN17Ana41;3;1;0;1.0;
PRN17Comb01;3;1;0;1.9;
PRN17Comp01;3;1;1;6.84;3.63
PRN17Comp02;3;1;1;5.96;12.82
PRN17Control31;3;0;1;9.03;9.89
PRN17Data01;3;0;1;9.07;6.58
PRN17Data11;3;0;1;7.75;6.28
PRN17DevWeb01;3;0;0;2.41;
PRN17Elec31;3;1;1;8.56;11.27
PRN17EnA211;3;0;0;0.08;
PRN17EnA212;3;1;1;7.42;15.5
PRN17EnA221;3;1;1;5.97;8.18
PRN17EnB121;3;1;1;8.94;4.5
PRN17EnB122;3;0;0;4.41;
PRN17EnB211;3;1;0;0.71;
PRN17EnB212;3;1;0;3.27;
PRN17Fourier11;3;1;1;7.05;14.36
PRN17Logic01;3;0;0;3.67;
PRN17Mat21;3;1;1;7.58;13.49
PRN17Meca01;3;0;0;0.67;
PRN17Meca02;3;1;1;5.41;4.42
PRN17Mesure01;3;0;1;6.92;6.67
PRN17Mesure11;3;0;1;8.5;9.2
PRN17Net12;3;0;0;0.35;
PRN17Num01;3;0;0;2.76;
PRN17Num61;3;0;1;5.74;18.9
PRN17Optique01;3;1;0;0.36;
PRN17Optique11;3;0;0;0.98;
PRN17Proba01;3;1;0;1.76;
PRN17Prog11;3;0;1;8.29;6.68
PRN17Prog21;3;1;0;0.73;
PRN17ProgLin1;3;1;0;3.97;
PRN17Stats21;3;0;0;2.65;
PRN17Techno22;3;0;1;8.04;4.31
PRN17Thermo01;3;1;0;4.61;
ETE17Data31;3;0;1;6.53;10.97
ETE17EnB12;3;1;0;2.92;
ETE17EnB22;3;1;1;7.48;5.67
ETE17EnC12;3;0;1;9.42;15.82
ETE17LinAlg01;3;1;1;8.23;18.09
ETE17Logic02;3;0;0;2.33;
ETE17Num31;3;1;0;4.08;
ETE17Signal11;3;0;0;1.99;
ETE17Thermo31;3;1;0;0.66;
AUT17Comp21;3;0;1;5.73;16.25
AUT17Control11;3;0;0;0.93;
AUT17Data01;3;0;0;3.8;
AUT17EnA111;3;1;0;0.79;
AUT17EnA122;3;0;0;1.5;
AUT17EnB111;3;0;0;2.93;
AUT17EnB112;3;1;0;3.41;
AUT17EnB121;3;0;1;9.78;4.7
AUT17EnB122;3;1;1;6.01;0.94
AUT17Fluid21;3;0;1;8.51;10.06
AUT17Fourier21;3;0;0;1.2;
AUT17LinAlg11;3;0;1;5.53;8.08
AUT17Mat11;3;0;1;5.8;10.83
AUT17Meca02;3;1;1;6.37;4.05
AUT17Mesure01;3;1;0;1.47;
AUT17Num51;3;1;1;9.52;11.22
AUT17Prog11;3;0;1;7.48;5.2
AUT17Signal21;3;0;0;1.1;
AUT17Stats11;3;1;1;8.72;19.88
AUT17Techno21;3;0;1;7.65;10.93
PRN18Ana21;3;1;1;9.78;
PRN18Comp01;3;1;1;7.89;
PRN18Comp02;3;0;1;9.86;
PRN18Complex01;3;1;1;7.82;
PRN18Complex11;3;0;1;7.55;
PRN18Data01;3;1;0;0.56;
PRN18Elec01;3;0;0;3.53;
PRN18EnA112;3;1;0;3.79;
PRN18EnA212;3;0;1;6.07;
PRN18EnB111;3;0;1;9.17;
PRN18EnB212;3;1;1;6.87;
PRN18Fluid11;3;1;0;1.13;
PRN18Fourier13;3;1;0;3.55;
PRN18LinAlg02;3;1;0;2.95;
PRN18LinAlg21;3;0;1;9.92;
PRN18Mat21;3;0;0;1.93;
PRN18Meca02;3;1;0;1.28;
PRN18Net12;3;1;1;6.87;
PRN18Num01;3;1;0;1.43;
PRN18Num11;3;1;0;4.61;
PRN18Num21;3;1;1;6.38;
PRN18Optique11;3;0;0;4.12;
PRN18Proba01;3;1;0;0.47;
PRN18Proba11;3;0;1;6.87;
PRN18Prog01;3;1;1;8.97;
PRN18Prog02;3;0;0;2.65;
PRN18Prog11;3;1;1;8.47;
PRN18Prog21;3;0;0;2.23;
PRN18ProgLin1;3;1;1;6.69;
PRN18Signal11;3;1;1;9.41;
PRN18Signal31;3;0;1;5.05;
PRN18Stats11;3;0;1;8.18;
PRN18Stats21;3;0;0;0.72;
PRN18Techno21;3;0;0;3.68;
PRN18Techno22;3;0;1;9.71;
PRN18Thermo01;3;0;0;2.2;
PRN18Thermo11;3;0;0;4.8;
ETE18Ana21;3;0;0;4.52;
ETE18Data01;3;1;0;2.19;
ETE18DevWeb01;3;0;1;6.3;
ETE18EnA21;3;1;0;4.94;
ETE18EnB11;3;0;1;8.96;
ETE18EnB12;3;0;1;9.65;
ETE18Logic01;3;1;1;8.41;
ETE18Model11;3;0;0;0.07;
ETE18Net01;3;1;0;1.89;
ETE18Num31;3;0;1;8.9;
ETE18Optique01;3;0;1;6.17;
ETE18Prog21;3;1;1;7.68;
ETE18Techno01;3;1;1;7.49;
ETE18Techno21;3;1;1;8.29;
ETE18Thermo01;3;0;1;5.35;
AUT18Ana11;3;1;0;4.72;
AUT18Ana31;3;0;0;2.43;
AUT18Comb21;3;1;0;3.73;
AUT18Control11;3;0;0;0.72;
AUT18Data02;3;0;1;8.01;
AUT18Data11;3;1;1;7.29;
AUT18EnA112;3;0;1;8.14;
AUT18EnA212;3;0;1;7.9;
AUT18EnA222;3;1;0;1.0;
AUT18EnB222;3;0;1;9.75;
AUT18Fourier21;3;1;1;6.19;
AUT18LinAlg11;3;0;0;1.37;
AUT18Logic01;3;0;1;6.5;
AUT18Logic31;3;0;0;3.48;
AUT18Meca02;3;1;1;8.64;
AUT18Mesure01;3;1;1;9.64;
AUT18Num11;3;1;0;1.89;
AUT18Num71;3;1;0;0.76;
AUT18Prog32;3;1;1;7.24;
AUT18Techno11;3;1;0;3.72;
AUT18Techno12;3;0;1;7.15;
AUT18Techno21;3;0;1;5.28;
AUT18Topo21;3;1;0;0.52;
PRN15EnB111;4;1;0;2.04;
PRN15Fluid31;4;0;0;1.52;
PRN15Meca11;4;1;1;5.97;10.65
PRN15Model02;4;1;1;5.19;11.77
PRN15Net11;4;0;0;2.49;
PRN15Net12;4;1;1;5.42;17.42
PRN15Num11;4;0;0;2.87;
PRN15Signal31;4;0;0;3.96;
PRN15Techno01;4;1;1;9.39;8.16
PRN15Techno21;4;0;1;8.27;0.34
PRN15Thermo01;4;1;1;5.23;16.07
PRN15Topo01;4;1;0;0.32;
ETE15Data31;4;0;0;1.45;
ETE15Logic02;4;0;1;7.48;10.46
ETE15Mesure01;4;1;1;9.29;11.92
ETE15Stats31;4;1;1;7.34;0.08
ETE15Techno11;4;1;0;3.66;
ETE15Thermo31;4;0;0;0.04;
AUT15Comb01;4;0;0;0.04;
AUT15Complex01;4;1;1;7.85;5.76
AUT15EnB222;4;1;0;3.47;
AUT15Fluid11;4;1;1;9.51;5.89
AUT15Fourier21;4;1;0;2.53;
AUT15LinAlg11;4;1;1;6.33;1.05
AUT15Techno01;4;1;0;4.26;
AUT15Techno11;4;0;0;0.22;
AUT15Thermo21;4;1;1;5.82;0.01
PRN16Comb01;4;1;1;8.8;2.25
PRN16Comb11;4;0;1;8.42;16.59
PRN16Comp02;4;1;1;9.57;11.41
PRN16Complex01;4;0;1;5.63;16.2
PRN16EnB112;4;0;0;2.59;
PRN16Fluid01;4;0;1;6.67;14.83
PRN16Fourier12;4;0;1;6.96;12.01
PRN16LinAlg01;4;1;0;1.41;
PRN16LinAlg02;4;0;1;6.88;15.31
PRN16LinAlg21;4;1;0;0.26;
PRN16Logic01;4;1;1;9.1;1.94
PRN16Meca12;4;0;1;5.7;16.6
PRN16Model02;4;0;1;7.13;15.59
PRN16Music01;4;0;1;7.2;16.02
PRN16Num21;4;1;1;5.79;8.07
PRN16Num61;4;0;1;7.81;17.45
PRN16Proba11;4;0;1;5.1;8.65
ETE16Ana11;4;1;1;6.16;16.22
ETE16Ana21;4;0;1;8.95;10.79
ETE16Comp11;4;0;1;9.51;8.62
ETE16Data31;4;0;1;7.54;8.76
ETE16Elec11;4;0;1;9.6;8.63
ETE16EnA12;4;1;0;4.12;
ETE16EnC12;4;0;1;8.67;5.57
ETE16EnC22;4;1;1;6.75;7.77
ETE16Logic01;4;0;0;3.47;
ETE16Meca11;4;1;1;7.41;10.06
ETE16Net01;4;1;0;1.8;
ETE16Num31;4;0;0;0.81;
ETE16Proba01;4;0;1;7.67;12.12
ETE16Signal11;4;1;1;6.4;13.4
ETE16Techno01;4;0;0;3.82;
AUT16Control11;4;0;0;3.4;
AUT16EnB121;4;0;1;6.42;9.0
AUT16LinAlg01;4;0;1;6.93;6.33
AUT16LinAlg11;4;0;0;4.78;
AUT16Logic11;4;1;1;8.9;17.15
AUT16Mat21;4;1;1;7.87;2.78
AUT16Meca01;4;1;0;1.74;
AUT16Num71;4;0;0;1.98;
AUT16Prog01;4;0;0;1.03;
AUT16Prog31;4;0;0;1.51;
AUT16Techno12;4;1;1;9.59;6.59
PRN17Ana11;4;1;0;0.55;
PRN17Ana21;4;0;1;8.04;2.31
PRN17Ana41;4;1;1;6.94;13.56
PRN17Control31;4;0;0;3.71;
PRN17Data21;4;0;1;8.49;4.48
PRN17Elec31;4;1;1;6.47;6.82
PRN17EnA111;4;0;0;1.87;
PRN17EnA112;4;1;0;4.44;
PRN17EnB121;4;0;0;0.14;
PRN17Meca12;4;0;0;4.46;
PRN17Mesure01;4;1;0;0.83;
PRN17Music01;4;1;1;5.94;2.78
PRN17Net12;4;0;0;2.32;
PRN17Proba11;4;1;1;8.86;0.45
PRN17Techno21;4;1;1;6.11;12.82
PRN17Thermo01;4;0;0;3.24;
ETE17Ana11;4;0;0;4.91;
ETE17Data01;4;1;1;8.31;2.49
ETE17LinAlg11;4;1;1;6.12;3.43
ETE17Prog21;4;0;0;3.03;
ETE17Signal41;4;1;0;1.86;
AUT17Ana01;4;1;1;5.79;4.75
AUT17Ana31;4;0;0;1.46;
AUT17Complex01;4;0;0;1.21;
AUT17Elec21;4;1;0;1.53;
AUT17EnA112;4;1;0;3.05;
AUT17EnA221;4;0;1;9.45;10.61
AUT17EnB222;4;0;1;5.55;11.49
AUT17Techno11;4;1;1;6.84;9.78
AUT17Thermo21;4;0;1;5.17;16.49
PRN18Complex11;4;0;0;1.68;
PRN18EnA212;4;0;1;5.77;
PRN18EnB211;4;1;1;6.02;
PRN18Fluid01;4;0;1;8.73;
PRN18LinAlg21;4;1;0;2.23;
PRN18Model01;4;1;0;4.12;
PRN18Stats11;4;1;1;5.61;
PRN18Techno01;4;1;0;4.16;
ETE18Algo11;4;0;1;7.65;
ETE18DevWeb01;4;1;1;5.0;
ETE18EnC11;4;0;1;9.85;
ETE18Fourier21;4;1;1;8.18;
ETE18LinAlg01;4;1;0;0.4;
ETE18LinAlg11;4;1;0;2.32;
ETE18Optique01;4;0;0;3.69;
ETE18Prog01;4;0;1;5.78;
ETE18Signal11;4;0;0;4.96;
AUT18EnB121;4;0;1;6.04;
AUT18LinAlg02;4;0;0;2.27;
AUT18Mat21;4;1;0;1.05;
AUT18Meca02;4;0;0;4.98;
AUT18Music21;4;0;1;5.12;
AUT18Num01;4;1;1;9.23;
AUT18Num71;4;0;0;3.89;
AUT18Proba01;4;1;0;0.14;
AUT18Prog32;4;0;1;8.14;
AUT18Thermo11;4;1;0;3.9;
PRN15Ana21;5;0;1;8.15;11.52
PRN15Ana41;5;0;0;3.73;
PRN15Comp01;5;1;1;9.21;15.77
PRN15Complex02;5;0;1;6.0;9.45
